customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned
SP-00333,19,41.45,13,4,1,3.2,1,21,Basic,Paid,Portugal,1
SP-00334,50,148.04,7,3,0,4.2,2,2,Professional,Referral,United Kingdom,0
SP-00335,28,88.25,7,7,3,3.4,2,23,Professional,Organic,Germany,1
SP-00336,49,94.47,15,4,1,2.7,0,9,Basic,Referral,Germany,0
SP-00337,58,91.91,9,3,0,3.3,0,22,Professional,Paid,Germany,0
SP-00338,20,105.64,6,1,0,4.3,3,25,Professional,Organic,United Kingdom,0
SP-00339,13,60.4,11,3,2,3.9,0,10,Basic,Organic,Germany,0
SP-00340,58,32.78,10,8,2,3.2,1,24,Basic,Paid,Germany,0
SP-00341,39,65.98,9,5,2,4.5,2,14,Professional,Paid,Germany,0
SP-00342,18,101.9,6,9,2,5.0,0,17,Professional,Referral,Portugal,0
SP-00343,38,53.05,7,1,1,4.5,0,28,Professional,Paid,Germany,1
SP-00344,31,129.82,4,3,0,2.0,0,16,Professional,Paid,Germany,0
SP-00345,55,80.1,17,5,1,4.0,1,22,Professional,Referral,Germany,0
SP-00346,16,51.07,4,6,2,3.7,1,40,Basic,Paid,United Kingdom,1
SP-00347,60,89.95,9,2,1,2.2,1,22,Basic,Organic,Germany,0
SP-00348,57,101.18,9,2,1,2.8,0,9,Professional,Organic,United Kingdom,0
SP-00349,11,104.25,6,4,0,4.4,1,15,Basic,Paid,United Kingdom,0
SP-00350,10,23.99,10,7,2,3.9,0,7,Enterprise,Paid,Germany,0
SP-00351,32,22.86,11,4,1,3.9,0,15,Enterprise,Organic,Portugal,0
SP-00352,3,127.57,5,4,0,3.3,2,10,Basic,Paid,Germany,0
SP-00353,18,44.53,7,4,1,4.7,1,16,Basic,Organic,United Kingdom,0
SP-00354,27,127.64,7,4,0,2.8,0,22,Basic,Paid,United Kingdom,0
SP-00355,59,132.7,6,2,0,3.1,0,7,Basic,Referral,Germany,0
SP-00356,60,50.35,7,4,1,3.5,0,13,Enterprise,Referral,Germany,0
SP-00357,10,54.45,9,6,1,2.6,0,6,Basic,Partner,United Kingdom,0
SP-00358,54,113.88,9,1,0,3.1,0,7,Basic,Referral,Germany,0
SP-00359,6,71.27,9,5,0,4.6,1,14,Professional,Referral,United Kingdom,0
SP-00360,45,141.16,9,4,2,3.1,0,9,Professional,Organic,United Kingdom,0
SP-00361,51,158.22,8,4,3,4.4,1,31,Professional,Organic,United Kingdom,0
SP-00362,54,51.04,10,2,1,4.3,1,3,Professional,Partner,Germany,0
SP-00363,14,59.91,10,6,1,3.7,2,35,Professional,Partner,Germany,0
SP-00364,54,88.01,12,1,1,2.7,1,22,Professional,Paid,United Kingdom,0
SP-00365,7,32.44,10,3,2,3.9,1,19,Basic,Partner,United Kingdom,0
SP-00366,32,38.3,3,2,0,2.1,0,21,Professional,Organic,Germany,0
SP-00367,29,57.13,7,8,2,3.4,1,20,Professional,Paid,Germany,0
SP-00368,19,182.16,6,4,0,4.0,1,9,Basic,Organic,Portugal,0
SP-00369,2,93.65,10,1,2,4.5,0,22,Enterprise,Paid,Germany,0
SP-00370,47,63.92,4,5,1,3.7,0,15,Professional,Paid,United Kingdom,0
SP-00371,21,54.27,5,1,2,3.3,0,3,Basic,Paid,Portugal,0
SP-00372,40,50.12,10,4,0,3.2,1,7,Enterprise,Organic,Germany,0
SP-00373,25,65.85,3,6,1,3.4,1,6,Professional,Partner,Germany,0
SP-00374,23,64.3,15,4,3,4.3,2,11,Enterprise,Referral,United Kingdom,0
SP-00375,54,76.57,7,4,0,4.1,1,2,Professional,Partner,United Kingdom,0
SP-00376,6,103.22,8,2,2,3.8,0,20,Professional,Referral,Portugal,0
SP-00377,45,81.51,9,4,2,4.3,1,22,Basic,Organic,Germany,0
SP-00378,45,116.77,9,3,2,3.8,0,9,Basic,Partner,Germany,0
SP-00379,23,74.3,2,1,0,2.7,0,17,Professional,Paid,Germany,0
SP-00380,16,163.58,4,5,1,2.9,1,32,Professional,Organic,Germany,1
SP-00381,1,115.56,8,3,2,4.3,1,9,Enterprise,Referral,Germany,0
SP-00382,57,92.58,7,3,1,2.7,0,9,Basic,Organic,Portugal,0
SP-00383,57,103.37,1,2,3,3.5,0,10,Professional,Partner,Germany,0
SP-00384,15,66.59,10,4,0,3.7,0,19,Basic,Referral,Germany,0
SP-00385,2,76.05,7,4,1,3.0,0,9,Professional,Organic,Germany,0
SP-00386,8,74.84,10,1,1,2.5,0,11,Basic,Organic,Portugal,1
SP-00387,5,60.82,5,3,1,2.9,2,18,Professional,Organic,Germany,1
SP-00388,50,46.7,6,2,0,2.4,0,18,Professional,Referral,United Kingdom,1
SP-00389,54,105.74,5,2,2,4.3,3,8,Enterprise,Partner,United Kingdom,0
SP-00390,10,124.66,7,2,2,4.1,0,5,Professional,Partner,United Kingdom,0
SP-00391,45,99.42,7,5,1,3.2,0,10,Basic,Referral,Germany,0
SP-00392,11,81.41,9,1,0,2.7,0,11,Professional,Partner,United Kingdom,0
SP-00393,23,196.06,15,1,0,4.7,2,15,Professional,Paid,Germany,0
SP-00394,36,63.59,8,5,1,4.2,2,13,Basic,Paid,Germany,0
SP-00395,44,93.9,5,1,0,3.3,1,4,Basic,Organic,Portugal,0
SP-00396,53,132.38,6,3,0,4.7,2,9,Enterprise,Paid,United Kingdom,0
SP-00397,3,52.22,10,3,2,3.9,0,2,Basic,Partner,Germany,0
SP-00398,12,109.18,8,3,2,4.1,1,14,Basic,Paid,United Kingdom,0
SP-00399,17,168.36,11,2,3,3.0,1,5,Professional,Referral,United Kingdom,0
SP-00400,19,84.24,2,4,3,2.6,0,3,Basic,Organic,Portugal,0
SP-00401,60,90.39,8,7,1,2.5,0,10,Professional,Referral,United Kingdom,0
SP-00402,47,63.75,5,0,1,5.0,1,16,Basic,Paid,Germany,0
SP-00403,20,102.87,8,8,1,3.1,0,12,Basic,Organic,Germany,0
SP-00404,59,60.22,6,8,2,3.9,1,34,Basic,Referral,Germany,1
SP-00405,30,82.16,6,6,2,4.2,1,3,Professional,Paid,Germany,0
SP-00406,31,44.42,8,7,1,3.8,1,2,Basic,Partner,United Kingdom,0
SP-00407,27,27.15,7,1,0,3.7,0,8,Basic,Paid,United Kingdom,0
SP-00408,9,69.01,7,4,1,3.7,1,22,Professional,Paid,Germany,0
SP-00409,57,68.55,11,3,1,4.2,0,8,Professional,Organic,Portugal,0
SP-00410,1,71.48,9,3,0,3.0,0,6,Basic,Paid,Germany,0
SP-00411,11,114.07,5,3,1,3.4,1,17,Professional,Paid,United Kingdom,0
SP-00412,14,126.17,11,1,1,2.0,1,9,Basic,Referral,Germany,0
SP-00413,17,95.56,8,6,2,2.3,0,27,Basic,Partner,United Kingdom,0
SP-00414,8,110.67,11,5,1,2.8,1,10,Basic,Organic,United Kingdom,0
SP-00415,2,60.92,6,4,3,4.5,1,22,Professional,Paid,Germany,0
SP-00416,41,55.0,12,3,0,3.6,0,11,Enterprise,Paid,Germany,0
SP-00417,59,103.75,4,3,1,4.4,1,16,Basic,Partner,Portugal,0
SP-00418,8,51.94,7,5,0,4.1,1,24,Basic,Referral,Germany,1
SP-00419,18,49.63,3,3,0,4.0,0,2,Enterprise,Referral,Germany,0
SP-00420,31,242.64,8,3,0,3.0,1,2,Basic,Partner,Portugal,0
SP-00421,56,86.52,4,5,0,3.9,1,3,Enterprise,Referral,United Kingdom,0
SP-00422,42,68.57,5,2,0,4.0,1,5,Professional,Organic,Portugal,0
SP-00423,46,65.37,5,3,3,5.0,0,25,Enterprise,Referral,Portugal,0
SP-00424,35,44.92,8,4,1,3.5,0,37,Professional,Paid,Germany,0
SP-00425,26,94.71,9,2,1,4.4,1,11,Basic,Paid,Portugal,0
SP-00426,12,74.23,7,4,0,3.7,0,9,Professional,Organic,Germany,1
SP-00427,52,124.63,4,7,1,3.2,0,16,Basic,Referral,Portugal,0
SP-00428,49,105.12,6,6,0,4.5,0,7,Professional,Paid,United Kingdom,0
SP-00429,2,73.18,2,6,1,5.0,0,15,Basic,Paid,Portugal,0
SP-00430,43,35.44,12,3,0,4.0,0,24,Professional,Organic,United Kingdom,0
SP-00431,6,86.62,4,3,2,3.3,0,16,Basic,Paid,United Kingdom,1
SP-00432,45,83.39,4,1,1,4.2,0,5,Basic,Paid,Portugal,0
SP-00433,50,32.78,9,8,1,4.0,0,11,Basic,Organic,Germany,0
SP-00434,8,100.03,7,5,0,5.0,0,40,Basic,Paid,Germany,1
SP-00435,27,51.23,5,5,0,4.4,0,17,Basic,Paid,Portugal,0
SP-00436,8,127.42,6,1,2,3.1,1,8,Basic,Referral,Portugal,0
SP-00437,35,81.28,13,5,0,4.8,0,7,Enterprise,Paid,United Kingdom,0
SP-00438,56,64.62,9,2,1,4.4,0,8,Professional,Organic,Germany,0
SP-00439,5,91.74,5,2,1,4.5,0,20,Professional,Referral,Germany,0
SP-00440,24,89.37,11,3,2,4.2,2,14,Professional,Partner,United Kingdom,0
SP-00441,59,88.0,10,2,1,4.6,1,5,Basic,Organic,Portugal,0
SP-00442,19,120.2,8,4,0,4.2,1,23,Professional,Partner,Germany,0
SP-00443,8,94.09,13,2,2,3.6,0,39,Professional,Paid,Germany,0
SP-00444,30,62.27,2,5,0,3.9,1,15,Basic,Organic,Germany,0
SP-00445,31,75.16,6,9,0,3.7,1,26,Professional,Organic,Germany,0
SP-00446,40,146.89,11,1,1,4.1,0,5,Enterprise,Organic,United Kingdom,0
SP-00447,19,60.0,14,1,2,3.9,0,11,Basic,Paid,Germany,0
SP-00448,58,99.36,8,3,1,3.5,0,4,Basic,Organic,Germany,0
SP-00449,32,122.09,4,7,2,3.7,0,21,Professional,Referral,Germany,0
SP-00450,18,103.4,6,0,1,3.8,0,12,Basic,Partner,Portugal,0
SP-00451,58,86.84,11,7,0,2.4,0,2,Basic,Partner,United Kingdom,0
SP-00452,56,92.49,8,2,0,4.6,1,5,Basic,Paid,United Kingdom,0
SP-00453,30,106.16,7,2,1,4.1,0,11,Basic,Referral,Portugal,0
SP-00454,2,59.71,6,3,3,3.3,0,3,Professional,Organic,Germany,0
SP-00455,36,83.61,7,3,4,4.3,1,5,Enterprise,Organic,Portugal,0
SP-00456,34,195.55,5,5,2,3.4,0,25,Professional,Organic,Germany,0
SP-00457,9,100.64,12,4,0,3.4,0,7,Professional,Partner,Germany,0
SP-00458,39,88.13,6,1,5,4.1,0,15,Basic,Paid,Germany,0
SP-00459,51,72.06,9,4,0,4.9,0,23,Basic,Organic,Portugal,0
SP-00460,7,59.98,7,3,1,4.0,3,20,Basic,Referral,Germany,0
SP-00461,44,93.79,10,3,0,3.2,0,33,Basic,Organic,Germany,0
SP-00462,9,96.52,8,6,4,3.5,3,24,Professional,Referral,Germany,0
SP-00463,45,81.29,11,4,2,4.5,0,14,Enterprise,Organic,Portugal,0
SP-00464,26,230.88,5,7,0,4.1,1,3,Basic,Paid,Germany,0
SP-00465,1,62.11,7,5,1,4.6,0,12,Enterprise,Referral,Germany,0
SP-00466,58,56.28,11,4,1,4.1,0,20,Professional,Paid,Germany,0
SP-00467,10,72.48,6,1,2,4.4,0,6,Basic,Organic,Germany,0
SP-00468,36,82.38,13,5,2,5.0,0,25,Professional,Referral,Portugal,0
SP-00469,11,58.73,7,1,2,2.7,2,12,Basic,Referral,Germany,0
SP-00470,56,92.84,10,2,1,5.0,1,20,Professional,Organic,Germany,0
SP-00471,45,97.05,10,1,1,4.5,1,20,Professional,Organic,Portugal,0
SP-00472,49,111.44,10,3,2,5.0,0,21,Professional,Paid,Portugal,0
SP-00473,26,67.72,10,3,1,3.0,0,8,Professional,Referral,Portugal,0
SP-00474,29,141.56,10,1,0,4.1,2,33,Professional,Paid,Germany,0
SP-00475,39,108.28,11,3,4,3.9,1,28,Basic,Partner,Germany,0
SP-00476,48,61.6,6,3,3,4.5,2,13,Enterprise,Partner,Portugal,0
SP-00477,51,58.62,14,1,1,4.2,2,5,Basic,Paid,Germany,0
SP-00478,2,74.52,8,2,0,4.1,1,9,Professional,Organic,Germany,0
SP-00479,40,97.15,11,3,1,4.4,0,8,Professional,Organic,Portugal,0
SP-00480,7,103.05,8,1,1,3.7,1,3,Basic,Paid,Germany,0
SP-00481,18,108.2,15,0,4,3.4,0,7,Basic,Partner,United Kingdom,0
SP-00482,50,189.91,9,0,0,4.2,1,0,Basic,Partner,Portugal,0
SP-00483,16,37.3,11,1,1,3.4,1,18,Basic,Paid,United Kingdom,0
SP-00484,48,39.38,5,3,0,3.7,1,11,Professional,Paid,Portugal,0
SP-00485,28,80.38,9,3,1,2.6,3,21,Enterprise,Organic,United Kingdom,0
SP-00486,14,182.8,7,2,2,3.8,0,10,Basic,Referral,Portugal,0
SP-00487,21,113.59,10,4,1,3.1,1,3,Professional,Organic,United Kingdom,0
SP-00488,32,54.89,10,3,1,3.8,0,4,Professional,Organic,Germany,0
SP-00489,46,90.9,9,5,1,2.9,0,12,Professional,Paid,Germany,0
SP-00490,37,78.41,9,4,0,3.8,2,12,Professional,Organic,Portugal,0
SP-00491,56,77.26,7,5,1,4.5,1,7,Professional,Paid,Germany,0
SP-00492,53,67.2,8,5,1,3.3,2,7,Basic,Paid,Germany,0
SP-00493,46,87.86,7,5,0,3.1,3,21,Professional,Partner,United Kingdom,0
SP-00494,37,130.29,8,0,2,4.4,2,2,Professional,Partner,Germany,0
SP-00495,18,69.67,7,1,1,4.5,3,15,Enterprise,Paid,Portugal,1
SP-00496,25,108.54,8,1,1,4.1,0,10,Professional,Paid,Portugal,0
SP-00497,8,116.49,6,7,0,3.4,0,21,Enterprise,Paid,Germany,0
SP-00498,23,141.06,10,6,1,3.3,0,41,Basic,Organic,Germany,1
SP-00499,56,58.22,12,2,0,3.5,0,4,Professional,Paid,United Kingdom,1
SP-00500,26,85.0,4,6,1,3.8,1,19,Professional,Partner,Germany,0
SP-00501,7,64.06,10,4,4,2.4,0,18,Basic,Referral,Germany,0
SP-00502,40,87.93,10,2,1,3.0,0,6,Professional,Organic,Germany,0
SP-00503,58,87.69,8,4,3,4.8,2,8,Professional,Organic,Germany,0
SP-00504,53,52.48,5,3,1,4.0,0,10,Professional,Organic,United Kingdom,0
SP-00505,17,90.08,7,4,1,4.8,0,18,Professional,Paid,Germany,0
SP-00506,28,194.18,6,4,1,4.6,2,13,Professional,Paid,United Kingdom,0
SP-00507,32,103.22,10,4,4,3.6,2,29,Enterprise,Organic,United Kingdom,0
SP-00508,15,48.26,12,5,2,3.6,0,6,Basic,Referral,Germany,0
SP-00509,17,56.76,17,5,0,4.6,0,12,Basic,Paid,Germany,0
SP-00510,15,83.23,13,0,0,4.4,0,15,Enterprise,Partner,Germany,0
SP-00511,60,57.29,7,6,0,4.6,0,9,Basic,Organic,United Kingdom,0
SP-00512,45,137.81,9,6,2,3.8,0,5,Professional,Referral,Germany,0
SP-00513,51,46.01,11,2,5,3.9,0,26,Professional,Organic,Portugal,1
SP-00514,49,103.52,12,3,1,3.6,0,14,Basic,Referral,Portugal,0
SP-00515,58,42.28,9,2,0,3.8,1,2,Professional,Organic,United Kingdom,0
SP-00516,7,82.68,14,4,1,3.3,0,7,Professional,Organic,Portugal,0
SP-00517,53,53.98,9,6,1,3.7,0,6,Basic,Organic,Germany,0
SP-00518,4,111.34,7,3,1,3.7,2,34,Basic,Referral,Germany,1
SP-00519,29,127.98,7,8,1,3.4,3,10,Professional,Organic,Germany,1
SP-00520,36,97.02,8,6,2,4.4,0,30,Professional,Partner,United Kingdom,0
SP-00521,22,130.48,13,1,1,2.7,0,17,Basic,Partner,Germany,0
SP-00522,9,29.81,5,5,1,4.1,2,16,Basic,Partner,Portugal,0
SP-00523,12,89.61,9,1,0,3.1,0,7,Professional,Organic,Portugal,0
SP-00524,50,102.91,7,4,0,3.1,0,10,Professional,Organic,United Kingdom,0
SP-00525,20,108.43,9,6,3,3.2,0,4,Professional,Referral,Germany,1
SP-00526,19,37.57,5,2,1,4.2,1,23,Enterprise,Organic,Germany,0
SP-00527,56,100.4,10,5,1,2.0,0,24,Professional,Paid,Germany,0
SP-00528,9,109.42,4,2,1,3.9,1,16,Professional,Paid,Germany,0
SP-00529,55,89.19,6,3,1,3.8,0,13,Professional,Organic,United Kingdom,0
SP-00530,56,48.46,10,6,4,3.0,0,11,Professional,Organic,Germany,0
SP-00531,36,66.99,13,3,2,3.9,1,34,Enterprise,Referral,Portugal,0
SP-00532,10,138.12,4,7,3,2.8,0,26,Basic,Paid,Portugal,1
SP-00533,10,131.49,9,4,1,3.8,1,15,Professional,Paid,Germany,0
SP-00534,18,102.13,3,3,4,2.8,1,8,Basic,Organic,United Kingdom,0
SP-00535,35,112.32,5,3,1,5.0,1,8,Professional,Referral,Germany,0
SP-00536,10,124.94,8,3,4,4.5,0,32,Professional,Referral,United Kingdom,1
SP-00537,28,101.64,7,3,1,4.0,0,6,Basic,Paid,United Kingdom,0
SP-00538,7,136.44,7,1,1,3.0,1,11,Professional,Referral,United Kingdom,0
SP-00539,33,134.51,10,4,0,3.6,0,18,Professional,Paid,United Kingdom,0
SP-00540,2,221.13,10,6,2,3.6,0,22,Enterprise,Organic,Germany,0
SP-00541,43,68.14,5,5,4,4.0,2,15,Professional,Organic,Germany,1
SP-00542,4,68.65,6,3,3,4.1,0,13,Professional,Paid,Portugal,0
SP-00543,12,25.46,7,5,2,4.0,0,13,Basic,Partner,Portugal,0
SP-00544,11,98.51,4,2,2,4.1,0,10,Enterprise,Partner,United Kingdom,1
SP-00545,50,178.03,6,4,1,3.7,0,5,Professional,Paid,Germany,0
SP-00546,4,141.03,13,6,1,4.1,0,20,Professional,Paid,United Kingdom,0
SP-00547,26,118.14,9,2,1,3.3,2,8,Professional,Referral,Germany,0
SP-00548,36,145.16,6,4,1,2.9,0,4,Enterprise,Partner,United Kingdom,0
SP-00549,31,103.68,4,5,0,5.0,1,5,Professional,Referral,Germany,0
SP-00550,41,74.89,8,1,1,4.1,0,14,Basic,Paid,Portugal,0
SP-00551,49,197.42,5,4,0,5.0,0,20,Basic,Referral,Portugal,0
SP-00552,24,100.53,7,6,0,3.6,1,14,Basic,Partner,Portugal,0
SP-00553,50,133.26,6,7,1,5.0,0,11,Basic,Paid,Portugal,0
SP-00554,20,29.73,4,3,2,3.9,1,12,Basic,Organic,Germany,0
SP-00555,60,31.89,9,5,0,4.7,1,7,Professional,Partner,Germany,0
SP-00556,31,90.77,7,5,2,3.8,0,24,Professional,Organic,United Kingdom,0
SP-00557,45,57.3,7,3,2,3.9,0,5,Enterprise,Organic,Germany,0
SP-00558,53,94.24,6,3,1,3.7,1,16,Enterprise,Referral,Portugal,0
SP-00559,48,68.61,12,6,1,3.4,0,23,Basic,Referral,Germany,0
SP-00560,52,235.69,7,4,2,4.6,0,15,Professional,Paid,Germany,0
SP-00561,33,128.75,12,3,3,3.8,3,19,Enterprise,Referral,United Kingdom,0
SP-00562,3,151.2,6,3,2,4.5,0,7,Professional,Partner,Germany,0
SP-00563,30,34.26,8,3,1,4.5,0,15,Basic,Organic,Germany,0
SP-00564,11,117.47,4,2,2,4.9,0,22,Enterprise,Referral,United Kingdom,0
SP-00565,54,78.54,8,2,2,4.1,2,20,Professional,Paid,Portugal,0
SP-00566,15,152.45,3,5,1,2.6,1,22,Professional,Organic,Germany,0
SP-00567,14,110.3,5,4,0,3.5,1,10,Basic,Organic,Germany,0
SP-00568,15,83.29,8,6,0,3.8,0,25,Professional,Organic,United Kingdom,0
SP-00569,39,50.51,2,3,3,3.8,0,14,Enterprise,Organic,United Kingdom,0
SP-00570,35,90.05,12,3,0,4.9,0,10,Professional,Paid,United Kingdom,0
SP-00571,57,136.78,3,2,0,4.7,2,33,Basic,Organic,United Kingdom,0
SP-00572,25,156.27,6,2,3,3.7,1,2,Basic,Paid,Germany,0
SP-00573,17,72.86,7,3,2,5.0,0,13,Enterprise,Paid,Germany,0
SP-00574,3,218.18,9,3,2,3.5,0,7,Enterprise,Paid,United Kingdom,0
SP-00575,1,132.21,5,3,0,3.6,0,20,Enterprise,Paid,Germany,0
SP-00576,23,57.79,8,5,3,2.9,0,7,Professional,Referral,Portugal,0
SP-00577,56,52.46,8,2,3,2.6,2,3,Basic,Partner,Portugal,0
SP-00578,32,80.62,10,3,3,2.9,0,9,Professional,Organic,Germany,1
SP-00579,54,72.79,10,1,0,4.6,2,10,Basic,Paid,Germany,0
SP-00580,7,104.03,11,4,1,4.4,0,8,Basic,Referral,United Kingdom,0
SP-00581,6,86.12,11,3,3,3.1,2,4,Basic,Paid,United Kingdom,0
SP-00582,51,75.35,7,3,1,3.9,0,11,Basic,Paid,Germany,0
SP-00583,7,43.22,6,1,0,4.4,2,3,Professional,Organic,United Kingdom,0
SP-00584,4,111.73,6,5,2,2.2,0,11,Professional,Paid,Germany,1
SP-00585,25,41.77,6,3,1,5.0,1,11,Basic,Organic,Germany,0
SP-00586,56,132.4,8,3,2,4.6,0,30,Enterprise,Paid,Germany,0
SP-00587,42,35.71,8,4,0,4.4,0,14,Basic,Referral,Germany,0
SP-00588,6,40.83,11,1,2,4.8,0,3,Enterprise,Organic,Germany,0
SP-00589,51,57.68,9,5,1,2.2,1,17,Professional,Referral,United Kingdom,0
SP-00590,51,70.1,12,3,2,3.6,0,34,Basic,Referral,Germany,0
SP-00591,49,64.2,5,2,0,4.8,1,7,Professional,Organic,Germany,0
SP-00592,55,69.98,11,1,1,3.8,0,11,Basic,Paid,United Kingdom,0
SP-00593,15,95.03,9,1,0,4.4,0,10,Professional,Organic,Portugal,0
SP-00594,59,58.23,9,2,2,5.0,0,12,Professional,Organic,Germany,0
SP-00595,20,95.41,6,2,4,4.4,1,12,Basic,Organic,United Kingdom,0
SP-00596,49,29.87,9,5,1,3.6,0,11,Professional,Partner,Germany,0
SP-00597,35,57.33,8,3,1,4.3,1,8,Professional,Organic,Portugal,0
SP-00598,47,40.05,13,4,1,2.5,2,10,Basic,Paid,Germany,0
SP-00599,38,131.74,11,1,1,4.2,1,13,Professional,Paid,Germany,0
SP-00600,39,61.42,5,6,1,4.4,1,14,Enterprise,Paid,Germany,0
SP-00601,37,108.77,5,5,1,3.9,0,16,Basic,Referral,Germany,0
SP-00602,47,37.32,4,3,1,4.7,0,27,Basic,Referral,United Kingdom,0
SP-00603,45,155.13,8,2,1,4.0,0,19,Basic,Organic,Portugal,0
SP-00604,9,88.23,11,3,2,3.9,0,14,Professional,Paid,United Kingdom,0
SP-00605,50,188.98,10,1,1,5.0,0,10,Enterprise,Referral,Germany,0
SP-00606,33,84.01,11,3,2,3.0,0,43,Professional,Organic,Portugal,1
SP-00607,20,43.43,8,1,3,4.9,0,3,Professional,Organic,Germany,0
SP-00608,31,54.42,9,4,1,4.9,0,15,Basic,Organic,United Kingdom,0
SP-00609,59,76.36,9,5,1,4.5,1,21,Professional,Organic,Germany,0
SP-00610,52,55.28,6,1,0,3.5,1,13,Basic,Referral,United Kingdom,0
SP-00611,51,126.12,12,3,1,4.1,0,7,Basic,Partner,Germany,0
SP-00612,28,87.11,3,1,1,3.2,0,17,Professional,Partner,Portugal,1
SP-00613,48,55.56,4,5,1,3.4,1,5,Professional,Organic,Germany,0
SP-00614,24,117.82,10,6,2,3.9,1,21,Professional,Referral,United Kingdom,0
SP-00615,42,72.12,5,4,1,3.1,0,5,Professional,Organic,Germany,0
SP-00616,39,115.52,7,4,1,3.6,0,28,Basic,Paid,Germany,1
SP-00617,15,67.33,18,4,0,2.9,2,17,Professional,Organic,United Kingdom,0
SP-00618,16,105.56,11,6,1,4.3,1,13,Professional,Referral,United Kingdom,0
SP-00619,4,71.06,10,1,0,5.0,2,11,Basic,Referral,Germany,0
SP-00620,9,126.14,9,4,3,5.0,0,12,Basic,Referral,United Kingdom,0
SP-00621,27,37.64,7,9,1,3.0,2,6,Enterprise,Organic,United Kingdom,0
SP-00622,29,48.86,7,2,2,3.1,1,13,Professional,Paid,Germany,0
SP-00623,10,79.27,5,3,1,3.8,1,9,Enterprise,Organic,Germany,0
SP-00624,26,62.57,7,2,1,4.5,2,8,Enterprise,Referral,Germany,0
SP-00625,37,70.14,8,3,2,3.7,1,41,Professional,Partner,Germany,1
SP-00626,14,110.76,7,4,3,4.7,1,9,Basic,Organic,Germany,0
SP-00627,21,69.52,8,8,0,4.3,0,10,Professional,Referral,United Kingdom,0
SP-00628,23,96.86,7,1,0,2.5,2,24,Basic,Referral,United Kingdom,1
SP-00629,31,57.16,6,4,1,3.9,1,6,Basic,Referral,Germany,0
SP-00630,22,34.61,8,4,2,2.9,4,28,Professional,Referral,Germany,1
SP-00631,45,115.21,7,2,2,3.4,2,10,Basic,Paid,Germany,0
SP-00632,20,170.73,8,5,2,3.6,1,7,Basic,Paid,Germany,0
SP-00633,27,92.58,11,3,1,4.5,0,2,Basic,Referral,Portugal,0
SP-00634,23,81.11,7,4,2,3.9,0,26,Professional,Organic,Germany,0
SP-00635,11,88.46,9,5,3,3.5,0,8,Professional,Organic,Germany,0
SP-00636,42,145.64,8,3,3,5.0,1,10,Basic,Paid,United Kingdom,0
SP-00637,15,93.05,8,1,1,3.2,1,10,Professional,Referral,Germany,0
SP-00638,18,117.63,8,3,1,4.1,1,8,Basic,Organic,Portugal,0
SP-00639,48,115.38,8,3,0,4.4,1,17,Basic,Paid,United Kingdom,0
SP-00640,57,130.78,9,4,0,4.0,1,22,Basic,Referral,Portugal,0
SP-00641,41,80.37,14,3,2,3.2,1,43,Professional,Referral,Germany,1
SP-00642,55,66.95,6,4,1,3.1,0,29,Basic,Organic,United Kingdom,0
SP-00643,52,106.07,9,6,5,4.4,2,13,Basic,Partner,Germany,0
SP-00644,29,126.75,5,5,2,4.7,1,21,Basic,Paid,Germany,0
SP-00645,47,137.21,12,2,0,3.8,0,35,Professional,Paid,Germany,0
SP-00646,20,153.55,7,0,1,2.8,0,23,Basic,Organic,United Kingdom,1
SP-00647,28,121.81,4,4,1,3.9,0,14,Professional,Referral,Germany,0
SP-00648,33,65.41,5,4,0,5.0,0,17,Basic,Partner,Germany,1
SP-00649,58,92.54,12,0,0,3.1,0,28,Professional,Partner,Germany,0
SP-00650,51,89.07,12,3,2,3.6,1,2,Basic,Organic,United Kingdom,0
SP-00651,30,84.99,7,5,0,3.9,0,11,Basic,Organic,United Kingdom,0
SP-00652,40,106.16,12,6,2,4.8,0,1,Basic,Referral,United Kingdom,0
SP-00653,13,77.26,7,4,0,3.5,1,5,Professional,Organic,United Kingdom,0
SP-00654,49,77.3,3,3,1,4.3,0,1,Basic,Organic,Germany,0
SP-00655,34,175.41,7,7,1,5.0,1,10,Basic,Referral,Germany,0
SP-00656,32,82.15,5,2,1,2.7,0,33,Professional,Organic,United Kingdom,0
SP-00657,46,130.37,8,6,0,2.8,1,26,Enterprise,Paid,Germany,0
SP-00658,38,133.67,12,1,3,3.8,0,7,Professional,Referral,United Kingdom,0
SP-00659,5,93.62,6,2,0,4.7,3,17,Enterprise,Organic,Germany,1
SP-00660,18,78.59,11,2,3,4.2,0,6,Basic,Paid,United Kingdom,0
SP-00661,11,58.13,10,6,4,4.7,2,13,Professional,Referral,United Kingdom,1
SP-00662,45,41.53,6,3,1,2.5,0,30,Professional,Partner,Germany,0
SP-00663,3,109.42,6,4,0,4.2,2,4,Basic,Organic,Portugal,0
SP-00664,13,100.05,9,6,3,1.6,2,15,Basic,Referral,Germany,0
SP-00665,36,116.36,12,3,0,5.0,1,21,Basic,Referral,Germany,0
SP-00666,42,68.74,10,2,3,4.8,0,8,Enterprise,Partner,United Kingdom,0
SP-00667,31,183.42,3,4,4,3.6,2,15,Professional,Organic,Portugal,1
SP-00668,52,103.83,9,5,2,2.0,3,6,Basic,Referral,Germany,0
