customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned,churn_probability,risk_band,recommended_action
SP-01895,9,107.49,6,4,2,3.5,0,15,Basic,Organic,United Kingdom,1,0.6500443888550559,High,Proactive account-manager outreach
SP-02367,21,76.36,9,7,2,2.8,2,9,Professional,Referral,United Kingdom,1,0.6500074328793418,High,Offer billing support or flexible payment plan
SP-00951,6,114.61,14,5,2,3.4,1,20,Basic,Partner,Germany,0,0.6494171326104012,High,Proactive account-manager outreach
SP-00386,8,74.84,10,1,1,2.5,0,11,Basic,Organic,Portugal,1,0.6489567902480475,High,Proactive account-manager outreach
SP-01570,60,81.77,9,3,2,3.2,3,16,Professional,Organic,United Kingdom,0,0.6489165292347926,High,Offer billing support or flexible payment plan
SP-02480,9,34.18,4,4,2,5.0,1,18,Basic,Organic,United Kingdom,0,0.6475999694037835,High,Proactive account-manager outreach
SP-01126,51,76.85,9,3,2,3.0,3,11,Professional,Organic,United Kingdom,0,0.6473734683292266,High,Offer billing support or flexible payment plan
SP-02049,46,56.23,8,2,1,2.7,3,9,Basic,Paid,Germany,0,0.6464051644599124,High,Offer billing support or flexible payment plan
SP-00192,38,53.24,6,2,0,3.1,3,11,Professional,Referral,Germany,0,0.6463894865253715,High,Offer billing support or flexible payment plan
SP-00310,7,100.33,10,3,1,4.3,1,25,Basic,Organic,United Kingdom,0,0.645177938427212,High,Send re-engagement journey
SP-00115,31,132.29,3,2,2,3.4,2,7,Basic,Partner,Germany,0,0.64516465880783,High,Offer billing support or flexible payment plan
SP-01850,10,106.34,11,1,3,3.7,1,10,Basic,Partner,Germany,1,0.6446737315569335,High,Escalate unresolved service issues
SP-00418,8,51.94,7,5,0,4.1,1,24,Basic,Referral,Germany,1,0.6430350669008391,High,Send re-engagement journey
SP-00920,39,81.95,4,2,0,3.4,1,24,Professional,Paid,United Kingdom,0,0.6429393192517429,High,Send re-engagement journey
SP-02315,14,94.7,7,2,1,3.9,1,22,Basic,Paid,Portugal,1,0.6428771546386135,High,Send re-engagement journey
SP-02019,44,75.3,7,2,2,3.2,0,19,Basic,Referral,Germany,0,0.6427388767312928,High,Proactive account-manager outreach
SP-01366,2,151.25,7,6,0,3.5,1,30,Enterprise,Referral,Germany,1,0.6415463993597045,High,Send re-engagement journey
SP-02030,21,96.74,12,3,4,3.5,2,8,Professional,Paid,United Kingdom,0,0.6410151572542062,High,Offer billing support or flexible payment plan
SP-01335,33,71.26,8,3,4,3.6,0,14,Basic,Partner,Portugal,0,0.6408416171252744,High,Escalate unresolved service issues
SP-00196,6,91.74,10,1,2,4.1,1,17,Basic,Organic,Portugal,0,0.64072731574986,High,Proactive account-manager outreach
SP-01702,11,96.96,7,4,1,5.0,0,36,Basic,Referral,Portugal,0,0.6404943484277986,High,Send re-engagement journey
SP-00661,11,58.13,10,6,4,4.7,2,13,Professional,Referral,United Kingdom,1,0.6403763792081036,High,Offer billing support or flexible payment plan
SP-00876,31,85.61,7,2,3,3.9,1,16,Professional,Paid,United Kingdom,0,0.6403353348606642,High,Escalate unresolved service issues
SP-02002,4,106.8,6,2,2,5.0,1,23,Professional,Paid,United Kingdom,0,0.6403319472157277,High,Send re-engagement journey
SP-00474,29,141.56,10,1,0,4.1,2,33,Professional,Paid,Germany,0,0.6400900027655809,High,Offer billing support or flexible payment plan
SP-02299,14,82.64,4,5,0,3.4,3,10,Professional,Organic,Germany,1,0.6397286324412826,High,Offer billing support or flexible payment plan
SP-01522,43,92.5,8,3,1,4.2,0,38,Basic,Paid,United Kingdom,0,0.6393404970440865,High,Send re-engagement journey
SP-02469,2,116.1,8,2,1,3.9,0,25,Basic,Paid,Portugal,0,0.6386783904817905,High,Send re-engagement journey
SP-02056,22,60.85,4,5,0,3.6,0,33,Enterprise,Paid,United Kingdom,1,0.6383905281517632,High,Send re-engagement journey
SP-00817,3,64.86,4,5,0,4.7,0,32,Basic,Paid,Germany,0,0.6379013403843597,High,Send re-engagement journey
SP-00131,34,132.5,7,3,2,2.8,0,20,Professional,Paid,Germany,0,0.6376349909136869,High,Proactive account-manager outreach
SP-00813,42,87.3,8,2,3,4.2,1,22,Professional,Organic,Germany,0,0.6363443282721165,High,Escalate unresolved service issues
SP-00589,51,57.68,9,5,1,2.2,1,17,Professional,Referral,United Kingdom,0,0.6363179225774097,High,Proactive account-manager outreach
SP-02107,46,74.13,6,1,2,2.7,1,10,Basic,Paid,Germany,0,0.6361830452587792,High,Proactive account-manager outreach
SP-00454,2,59.71,6,3,3,3.3,0,3,Professional,Organic,Germany,0,0.6351299461873092,High,Escalate unresolved service issues
SP-01027,5,99.54,4,3,3,3.7,1,4,Basic,Paid,Germany,0,0.6345203484704229,High,Escalate unresolved service issues
SP-02366,6,101.85,7,4,3,4.5,0,26,Enterprise,Organic,Germany,0,0.6344278762664659,High,Escalate unresolved service issues
SP-01607,9,138.15,5,2,0,2.7,1,10,Basic,Organic,Germany,0,0.6341803239003094,High,Proactive account-manager outreach
SP-00774,44,41.62,7,2,2,4.3,0,28,Professional,Organic,United Kingdom,0,0.6334928199340376,High,Send re-engagement journey
SP-00989,15,59.38,6,2,2,3.1,0,6,Basic,Referral,United Kingdom,0,0.6334223832721234,High,Proactive account-manager outreach
SP-01842,6,53.87,9,0,2,4.2,0,15,Basic,Referral,Germany,0,0.6323643906931818,High,Proactive account-manager outreach
SP-02441,22,52.85,7,5,0,2.6,0,18,Basic,Partner,Germany,0,0.632323898084072,High,Proactive account-manager outreach
SP-01515,15,137.81,9,3,1,2.5,1,14,Professional,Paid,Germany,0,0.6322345287153134,High,Proactive account-manager outreach
SP-01136,4,133.15,5,4,0,2.5,0,12,Basic,Partner,United Kingdom,0,0.6314346158007443,High,Proactive account-manager outreach
SP-00844,3,45.74,13,5,1,3.8,0,28,Basic,Paid,Germany,0,0.6313521921772052,High,Send re-engagement journey
SP-00561,33,128.75,12,3,3,3.8,3,19,Enterprise,Referral,United Kingdom,0,0.631338409962142,High,Offer billing support or flexible payment plan
SP-00756,27,72.29,8,1,2,3.4,0,15,Basic,Partner,Germany,0,0.631165678856892,High,Proactive account-manager outreach
SP-01549,30,70.06,4,6,2,3.5,1,13,Basic,Referral,United Kingdom,1,0.6300489794043552,High,Proactive account-manager outreach
SP-01068,39,91.08,9,2,0,3.7,0,37,Professional,Paid,United Kingdom,0,0.6300405387066483,High,Send re-engagement journey
SP-01831,22,184.47,5,4,2,1.6,0,11,Enterprise,Referral,Portugal,0,0.629970575529931,High,Proactive account-manager outreach
SP-00526,19,37.57,5,2,1,4.2,1,23,Enterprise,Organic,Germany,0,0.6297434775500516,High,Send re-engagement journey
SP-02205,28,78.15,10,3,1,3.9,1,28,Professional,Partner,Portugal,0,0.6296170839238004,High,Send re-engagement journey
SP-02430,17,50.25,0,5,0,3.2,1,10,Professional,Organic,United Kingdom,0,0.6295541110780258,High,Proactive account-manager outreach
SP-00531,36,66.99,13,3,2,3.9,1,34,Enterprise,Referral,Portugal,0,0.6293765826783747,High,Send re-engagement journey
SP-02094,12,73.98,11,1,0,1.8,0,12,Basic,Paid,Portugal,1,0.6292165357183837,High,Proactive account-manager outreach
SP-01372,21,61.91,5,2,0,4.1,1,25,Professional,Paid,Germany,0,0.62883372528151,High,Send re-engagement journey
SP-01729,27,125.94,8,4,4,4.9,0,29,Basic,Paid,Germany,0,0.6278258016384167,High,Escalate unresolved service issues
SP-02006,8,69.01,8,3,0,5.0,2,27,Basic,Partner,Germany,0,0.627085029981468,High,Offer billing support or flexible payment plan
SP-01875,25,98.56,10,0,1,3.0,2,8,Basic,Referral,United Kingdom,0,0.6270485113705906,High,Offer billing support or flexible payment plan
SP-00675,38,162.74,10,1,1,2.3,1,16,Basic,Organic,Germany,0,0.6269532326612298,High,Proactive account-manager outreach
SP-00251,11,89.18,5,1,2,3.0,0,4,Basic,Organic,Germany,0,0.6265969395005166,High,Proactive account-manager outreach
SP-02381,11,128.72,7,6,1,4.1,0,31,Basic,Referral,Portugal,0,0.6264653967682298,High,Send re-engagement journey
SP-01576,20,54.2,4,4,1,3.6,0,17,Basic,Organic,United Kingdom,1,0.626222317356982,High,Proactive account-manager outreach
SP-01892,15,69.97,6,2,0,3.6,1,17,Professional,Partner,United Kingdom,0,0.6260146665239124,High,Proactive account-manager outreach
SP-02145,22,57.83,12,3,2,3.7,2,14,Professional,Partner,United Kingdom,0,0.6256875294379143,High,Offer billing support or flexible payment plan
SP-00677,35,101.34,6,4,3,2.9,0,10,Basic,Referral,United Kingdom,0,0.625499096389753,High,Escalate unresolved service issues
SP-01630,8,82.73,8,5,1,2.8,1,10,Professional,Organic,United Kingdom,0,0.6253159999353195,High,Proactive account-manager outreach
SP-00076,29,122.33,5,3,3,4.0,0,18,Basic,Referral,Germany,0,0.6251269304267265,High,Escalate unresolved service issues
SP-01449,45,72.88,10,3,3,4.6,0,34,Basic,Paid,Germany,0,0.6235458120476782,High,Escalate unresolved service issues
SP-02101,55,45.41,7,4,3,3.0,1,15,Basic,Paid,Portugal,0,0.6232481461858961,High,Escalate unresolved service issues
SP-02118,33,78.48,5,6,1,3.0,0,22,Basic,Paid,United Kingdom,1,0.6228337083126573,High,Send re-engagement journey
SP-01915,20,120.78,11,6,1,2.7,0,24,Professional,Organic,United Kingdom,0,0.6224123303885658,High,Send re-engagement journey
SP-02191,22,80.29,9,6,5,3.5,1,5,Professional,Organic,Germany,0,0.6221778635452395,High,Escalate unresolved service issues
SP-00528,9,109.42,4,2,1,3.9,1,16,Professional,Paid,Germany,0,0.621912485044844,High,Proactive account-manager outreach
SP-01167,2,91.06,10,5,4,4.1,0,13,Professional,Referral,United Kingdom,0,0.6216989893955123,High,Escalate unresolved service issues
SP-01645,8,57.27,6,5,2,4.0,0,16,Basic,Referral,Germany,0,0.621265271261526,High,Proactive account-manager outreach
SP-02365,46,86.68,7,3,1,2.0,0,16,Basic,Paid,Germany,0,0.6211256041363401,High,Proactive account-manager outreach
SP-00166,49,59.86,9,3,3,3.0,3,5,Professional,Paid,United Kingdom,0,0.620890162992571,High,Offer billing support or flexible payment plan
SP-02158,38,52.69,2,4,1,2.9,0,13,Basic,Organic,United Kingdom,0,0.6208662797862602,High,Proactive account-manager outreach
SP-02172,45,62.12,9,3,1,3.5,2,22,Basic,Paid,Germany,0,0.6206915138287414,High,Offer billing support or flexible payment plan
SP-00987,37,62.01,10,2,2,4.0,0,27,Professional,Organic,United Kingdom,0,0.6199835992807687,High,Send re-engagement journey
SP-00344,31,129.82,4,3,0,2.0,0,16,Professional,Paid,Germany,0,0.6195428442995987,High,Proactive account-manager outreach
SP-01465,52,145.92,7,3,0,3.6,0,41,Basic,Paid,Germany,0,0.6188469318097481,High,Send re-engagement journey
SP-01138,22,125.12,3,3,3,3.7,0,13,Professional,Referral,Portugal,0,0.6186333337091812,High,Escalate unresolved service issues
SP-02199,35,66.83,6,2,1,4.1,0,27,Basic,Organic,Germany,0,0.618053004790593,High,Send re-engagement journey
SP-01972,56,67.2,6,2,1,2.7,1,19,Basic,Paid,Portugal,1,0.6179088132099664,High,Proactive account-manager outreach
SP-01091,31,60.06,3,1,2,2.7,0,3,Professional,Organic,United Kingdom,0,0.6178967988675594,High,Proactive account-manager outreach
SP-01071,41,59.8,7,2,2,2.9,2,5,Professional,Referral,Germany,0,0.6177542536256685,High,Offer billing support or flexible payment plan
SP-01941,10,176.69,9,1,1,3.2,0,20,Professional,Organic,United Kingdom,1,0.617423375720631,High,Proactive account-manager outreach
SP-02411,32,58.19,10,2,1,2.6,1,15,Basic,Paid,Portugal,0,0.6172853068625259,High,Proactive account-manager outreach
SP-01267,4,69.13,12,5,2,3.2,0,17,Basic,Organic,Portugal,0,0.617155726228581,High,Proactive account-manager outreach
SP-01342,9,61.94,5,3,2,4.0,0,12,Basic,Referral,United Kingdom,0,0.6171202386835123,High,Proactive account-manager outreach
SP-01397,38,93.95,6,4,3,5.0,1,29,Professional,Paid,United Kingdom,0,0.6168468158529258,High,Escalate unresolved service issues
SP-01946,8,88.19,4,5,2,3.6,1,8,Professional,Organic,United Kingdom,0,0.616755668372479,High,Proactive account-manager outreach
SP-01222,34,86.44,5,3,3,4.1,2,10,Professional,Referral,Germany,0,0.6164694729453903,High,Offer billing support or flexible payment plan
SP-01688,25,96.21,8,3,0,2.6,0,20,Professional,Referral,Germany,0,0.6163738775789025,High,Proactive account-manager outreach
SP-00846,1,86.07,13,7,1,3.9,1,26,Professional,Partner,United Kingdom,0,0.616336604151731,High,Send re-engagement journey
SP-02240,54,96.46,9,7,1,2.2,1,23,Basic,Paid,United Kingdom,0,0.616264585841131,High,Send re-engagement journey
SP-00752,9,90.49,6,2,1,2.7,0,9,Professional,Referral,Portugal,1,0.6158655077193768,High,Proactive account-manager outreach
SP-02031,34,81.22,6,3,4,4.4,1,12,Basic,Partner,United Kingdom,0,0.6153479473135148,High,Escalate unresolved service issues
SP-01006,56,65.68,8,5,1,2.9,1,25,Basic,Organic,Portugal,0,0.6152655090039663,High,Send re-engagement journey
SP-02259,1,54.99,12,3,3,3.1,0,7,Basic,Organic,Portugal,0,0.6149053559790487,High,Escalate unresolved service issues
SP-00948,9,59.61,6,5,1,3.4,1,13,Basic,Paid,Germany,0,0.6134655750506762,High,Proactive account-manager outreach
SP-00461,44,93.79,10,3,0,3.2,0,33,Basic,Organic,Germany,0,0.6107671340120345,High,Send re-engagement journey
SP-00080,41,124.39,9,3,1,3.1,2,20,Basic,Paid,Germany,0,0.6098644210856979,High,Offer billing support or flexible payment plan
SP-00577,56,52.46,8,2,3,2.6,2,3,Basic,Partner,Portugal,0,0.6092835150879711,High,Offer billing support or flexible payment plan
SP-00367,29,57.13,7,8,2,3.4,1,20,Professional,Paid,Germany,0,0.6092654589370544,High,Proactive account-manager outreach
SP-02083,20,120.07,6,5,4,3.7,1,6,Basic,Organic,United Kingdom,1,0.6082931871800658,High,Escalate unresolved service issues
SP-00079,34,143.01,5,5,2,5.0,1,41,Enterprise,Paid,Germany,1,0.6080590552841645,High,Send re-engagement journey
SP-00388,50,46.7,6,2,0,2.4,0,18,Professional,Referral,United Kingdom,1,0.6078437354637742,High,Proactive account-manager outreach
SP-00361,51,158.22,8,4,3,4.4,1,31,Professional,Organic,United Kingdom,0,0.6077223798037521,High,Escalate unresolved service issues
SP-00696,16,57.42,5,2,0,5.0,0,31,Basic,Partner,United Kingdom,0,0.6072963262269784,High,Send re-engagement journey
SP-01629,24,92.38,9,7,4,4.2,3,9,Basic,Referral,Portugal,1,0.6071831880969543,High,Offer billing support or flexible payment plan
SP-01642,4,64.29,4,1,0,4.3,0,22,Professional,Paid,United Kingdom,0,0.6071316061194639,High,Send re-engagement journey
SP-00757,45,78.77,6,1,0,3.2,2,16,Basic,Organic,Germany,0,0.606270877956659,High,Offer billing support or flexible payment plan
SP-02042,54,64.9,8,7,2,3.9,1,30,Professional,Referral,Germany,0,0.606134877488591,High,Send re-engagement journey
SP-00145,60,50.6,7,3,0,2.8,2,21,Professional,Paid,United Kingdom,0,0.6055201738034636,High,Offer billing support or flexible payment plan
SP-01361,5,61.14,13,2,2,3.0,3,2,Enterprise,Referral,United Kingdom,0,0.6046232309167598,High,Offer billing support or flexible payment plan
SP-00910,6,98.02,5,7,1,3.6,0,19,Basic,Referral,Germany,0,0.6045936024809088,High,Proactive account-manager outreach
SP-00263,18,88.62,10,0,1,4.4,1,23,Basic,Organic,Germany,0,0.6045384824580207,High,Send re-engagement journey
SP-01905,20,75.86,7,0,1,2.5,0,5,Basic,Referral,Germany,0,0.6045053995041525,High,Proactive account-manager outreach
SP-01959,40,75.79,7,3,2,5.0,3,20,Basic,Referral,United Kingdom,1,0.6042173190446937,High,Offer billing support or flexible payment plan
SP-00434,8,100.03,7,5,0,5.0,0,40,Basic,Paid,Germany,1,0.6041055088590125,High,Send re-engagement journey
SP-02207,9,163.18,7,6,4,3.7,1,9,Professional,Organic,Germany,0,0.6034102013014948,High,Escalate unresolved service issues
SP-00246,6,176.02,9,2,3,4.0,0,23,Enterprise,Organic,United Kingdom,0,0.6033140282573032,High,Escalate unresolved service issues
SP-01052,22,119.84,10,7,0,2.1,1,17,Basic,Organic,United Kingdom,0,0.603134666594379,High,Proactive account-manager outreach
SP-01118,36,86.89,6,3,1,2.3,0,17,Enterprise,Referral,United Kingdom,0,0.6027649195745447,High,Proactive account-manager outreach
SP-01774,24,75.45,5,4,1,3.3,1,13,Professional,Organic,United Kingdom,0,0.6027225205131205,High,Proactive account-manager outreach
SP-00333,19,41.45,13,4,1,3.2,1,21,Basic,Paid,Portugal,1,0.6018585971050667,High,Send re-engagement journey
SP-00637,15,93.05,8,1,1,3.2,1,10,Professional,Referral,Germany,0,0.6013072309774882,High,Proactive account-manager outreach
SP-01718,23,54.06,7,5,3,4.7,2,20,Enterprise,Referral,Germany,0,0.6008545030830611,High,Offer billing support or flexible payment plan
SP-00304,54,115.53,9,4,1,2.4,1,19,Basic,Partner,United Kingdom,0,0.6008087195360681,High,Proactive account-manager outreach
SP-00831,15,31.57,13,5,2,3.7,2,13,Professional,Referral,Germany,0,0.5999290902447654,Medium,Offer billing support or flexible payment plan
SP-00556,31,90.77,7,5,2,3.8,0,24,Professional,Organic,United Kingdom,0,0.5994749058877678,Medium,Send re-engagement journey
SP-02333,17,110.17,5,4,2,3.5,0,14,Basic,Organic,Germany,0,0.5994293537203815,Medium,Send personalized content recommendation
SP-01458,28,54.87,8,2,2,3.2,0,11,Basic,Referral,United Kingdom,0,0.5993930724659284,Medium,Send personalized content recommendation
SP-00542,4,68.65,6,3,3,4.1,0,13,Professional,Paid,Portugal,0,0.5991623856402164,Medium,Escalate unresolved service issues
SP-01121,1,67.23,9,3,1,2.9,1,8,Basic,Paid,Portugal,0,0.5985083634906065,Medium,Send personalized content recommendation
SP-00280,5,87.18,5,4,3,3.7,1,3,Basic,Paid,United Kingdom,0,0.5983031601044031,Medium,Escalate unresolved service issues
SP-01622,1,53.0,6,3,1,3.9,1,9,Basic,Referral,Germany,0,0.5976314085280965,Medium,Send personalized content recommendation
SP-01051,31,89.61,7,2,1,4.2,1,24,Professional,Organic,United Kingdom,0,0.5967520264154073,Medium,Send re-engagement journey
SP-01807,1,69.5,9,1,1,2.7,2,1,Enterprise,Referral,United Kingdom,0,0.5960985964970101,Medium,Offer billing support or flexible payment plan
SP-00239,19,79.25,6,3,0,3.9,0,25,Basic,Organic,United Kingdom,0,0.5956110611776179,Medium,Send re-engagement journey
SP-00178,10,77.1,11,5,3,4.4,1,18,Professional,Organic,United Kingdom,0,0.5954466379711862,Medium,Escalate unresolved service issues
SP-00144,25,51.31,9,5,2,3.7,0,20,Basic,Referral,Germany,0,0.595338649887853,Medium,Send personalized content recommendation
SP-01641,44,93.04,5,2,1,1.8,1,4,Basic,Organic,Portugal,0,0.5953096591187009,Medium,Send personalized content recommendation
SP-00777,26,166.89,3,2,0,2.7,0,17,Professional,Organic,United Kingdom,0,0.5952825810733804,Medium,Send personalized content recommendation
SP-02355,19,107.05,10,2,1,3.1,1,14,Basic,Organic,Germany,0,0.594855918685665,Medium,Send personalized content recommendation
SP-01846,38,64.65,10,3,2,2.8,1,11,Basic,Organic,Germany,0,0.5945274454870502,Medium,Send personalized content recommendation
SP-02151,20,55.21,7,4,2,3.3,1,9,Basic,Organic,Portugal,0,0.5944729036151855,Medium,Send personalized content recommendation
SP-01326,12,51.33,2,1,1,3.4,0,15,Enterprise,Paid,Portugal,0,0.5942992248027037,Medium,Send personalized content recommendation
SP-01572,22,57.52,9,4,2,3.3,0,16,Professional,Organic,Germany,0,0.5940380998126378,Medium,Send personalized content recommendation
SP-01989,13,127.13,8,2,1,3.7,0,22,Basic,Partner,Portugal,0,0.5917850051216433,Medium,Send re-engagement journey
SP-00456,34,195.55,5,5,2,3.4,0,25,Professional,Organic,Germany,0,0.5914126243301607,Medium,Send re-engagement journey
SP-00791,6,111.36,5,1,1,3.7,2,6,Basic,Paid,Germany,0,0.5912438921588121,Medium,Offer billing support or flexible payment plan
SP-01271,23,121.56,7,3,0,4.5,2,28,Professional,Organic,Germany,0,0.5898044243048427,Medium,Offer billing support or flexible payment plan
SP-01717,39,116.34,11,5,2,2.9,2,13,Basic,Referral,United Kingdom,0,0.5895516437016384,Medium,Offer billing support or flexible payment plan
SP-01669,32,95.8,10,4,3,4.6,2,20,Basic,Organic,Germany,0,0.5894953776217005,Medium,Offer billing support or flexible payment plan
SP-02150,52,176.38,5,2,1,2.6,1,17,Basic,Organic,Germany,0,0.5893049027060597,Medium,Send personalized content recommendation
SP-01298,41,61.32,9,0,1,3.8,0,26,Professional,Organic,Germany,0,0.588714668205826,Medium,Send re-engagement journey
SP-01028,17,83.23,10,2,2,3.2,1,16,Enterprise,Organic,Portugal,0,0.5883146866301328,Medium,Send personalized content recommendation
SP-01122,6,42.29,7,6,1,3.6,2,7,Basic,Referral,Germany,0,0.5874333995569616,Medium,Offer billing support or flexible payment plan
SP-00709,29,55.2,7,4,1,3.9,2,15,Basic,Organic,United Kingdom,0,0.5860865118636748,Medium,Offer billing support or flexible payment plan
SP-01909,3,59.55,6,6,1,4.0,0,21,Basic,Paid,Germany,0,0.5859946322589873,Medium,Send re-engagement journey
SP-01424,41,106.88,7,2,0,4.5,1,34,Basic,Partner,Germany,0,0.585572847815902,Medium,Send re-engagement journey
SP-02045,17,70.16,7,3,0,3.2,1,14,Basic,Organic,Germany,1,0.5854864536268931,Medium,Send personalized content recommendation
SP-00749,19,112.72,2,4,2,3.3,0,10,Basic,Organic,Portugal,0,0.5849783650920991,Medium,Send personalized content recommendation
SP-00070,29,80.81,1,4,1,3.4,2,8,Professional,Paid,Germany,1,0.5849423902622386,Medium,Offer billing support or flexible payment plan
SP-01789,29,91.92,5,4,0,3.6,0,27,Professional,Organic,Germany,0,0.5848926416187794,Medium,Send re-engagement journey
SP-01711,21,161.38,9,1,0,3.7,1,24,Basic,Partner,United Kingdom,1,0.5846757044042314,Medium,Send re-engagement journey
SP-01569,55,34.51,5,1,0,2.6,0,23,Enterprise,Referral,Germany,0,0.5841345775444169,Medium,Send re-engagement journey
SP-00015,44,140.29,9,2,3,4.8,3,19,Basic,Organic,United Kingdom,1,0.5831831728422361,Medium,Offer billing support or flexible payment plan
SP-00971,18,60.58,8,1,0,3.3,0,18,Professional,Referral,Germany,0,0.583062316275756,Medium,Send personalized content recommendation
SP-02399,16,79.04,12,3,1,2.7,1,14,Basic,Paid,Portugal,0,0.5829249780066459,Medium,Send personalized content recommendation
SP-01001,49,102.44,5,3,0,3.4,2,20,Basic,Partner,Germany,1,0.5828661671189704,Medium,Offer billing support or flexible payment plan
SP-00571,57,136.78,3,2,0,4.7,2,33,Basic,Organic,United Kingdom,0,0.5827337688034564,Medium,Offer billing support or flexible payment plan
SP-01879,44,83.71,6,7,1,3.1,0,25,Basic,Partner,Germany,0,0.5826852121067629,Medium,Send re-engagement journey
SP-00160,48,50.98,12,7,4,3.0,0,17,Basic,Organic,Germany,0,0.5824819765561801,Medium,Escalate unresolved service issues
SP-02201,22,78.18,8,3,1,2.6,2,4,Basic,Paid,Germany,0,0.5817450980036154,Medium,Offer billing support or flexible payment plan
SP-00839,1,100.62,8,5,1,2.6,1,4,Professional,Partner,United Kingdom,0,0.5813854902536258,Medium,Send personalized content recommendation
SP-01032,11,51.73,8,5,1,4.4,0,27,Basic,Paid,United Kingdom,1,0.5813499757213325,Medium,Send re-engagement journey
SP-01364,13,92.25,9,2,0,3.7,0,25,Basic,Referral,Portugal,0,0.580801830552692,Medium,Send re-engagement journey
SP-00964,14,256.51,10,4,0,2.2,0,23,Basic,Partner,Germany,0,0.5806491139053903,Medium,Send re-engagement journey
SP-00826,6,48.91,11,2,2,3.2,0,9,Basic,Paid,United Kingdom,1,0.580564697496096,Medium,Send personalized content recommendation
SP-00267,27,96.31,5,2,1,3.1,0,15,Basic,Organic,Portugal,0,0.5805552432464265,Medium,Send personalized content recommendation
SP-02110,18,42.22,19,0,0,3.2,3,14,Basic,Organic,Germany,0,0.5803983709421282,Medium,Offer billing support or flexible payment plan
SP-00759,8,47.94,7,1,2,3.7,1,7,Professional,Paid,Portugal,0,0.5803623266812209,Medium,Send personalized content recommendation
SP-01382,18,42.63,8,4,3,4.1,1,12,Professional,Organic,Portugal,0,0.5802105803617736,Medium,Escalate unresolved service issues
SP-01162,30,155.77,8,4,1,3.5,1,22,Basic,Referral,United Kingdom,0,0.5800649707742448,Medium,Send re-engagement journey
SP-01830,59,73.83,6,4,0,4.5,3,31,Basic,Referral,Portugal,0,0.5795391503006478,Medium,Offer billing support or flexible payment plan
SP-00305,33,110.0,12,1,0,2.7,1,19,Basic,Partner,Germany,1,0.5794034056984763,Medium,Send personalized content recommendation
SP-00692,48,95.26,9,1,0,4.4,0,42,Basic,Paid,Germany,0,0.5793128368632562,Medium,Send re-engagement journey
SP-00352,3,127.57,5,4,0,3.3,2,10,Basic,Paid,Germany,0,0.57911960385534,Medium,Offer billing support or flexible payment plan
SP-00500,26,85.0,4,6,1,3.8,1,19,Professional,Partner,Germany,0,0.5787040281525081,Medium,Send personalized content recommendation
SP-00703,11,161.29,7,4,1,3.6,2,15,Professional,Referral,Portugal,0,0.5785700924412901,Medium,Offer billing support or flexible payment plan
SP-02308,10,112.48,7,3,2,3.3,2,3,Basic,Paid,Germany,0,0.5784418105229203,Medium,Offer billing support or flexible payment plan
SP-00807,33,177.36,5,0,1,4.1,2,24,Enterprise,Partner,Germany,0,0.5779532466656718,Medium,Offer billing support or flexible payment plan
SP-01102,29,32.23,13,1,1,3.4,0,21,Professional,Referral,United Kingdom,0,0.5777506156089457,Medium,Send re-engagement journey
SP-02210,9,77.23,7,1,2,3.3,0,4,Basic,Partner,United Kingdom,0,0.5776847632220595,Medium,Send personalized content recommendation
SP-01722,45,53.8,7,6,3,3.2,3,2,Basic,Organic,Germany,0,0.5773539571225655,Medium,Offer billing support or flexible payment plan
SP-00439,5,91.74,5,2,1,4.5,0,20,Professional,Referral,Germany,0,0.5771358151775179,Medium,Send personalized content recommendation
SP-00364,54,88.01,12,1,1,2.7,1,22,Professional,Paid,United Kingdom,0,0.5771113293094,Medium,Send re-engagement journey
SP-02489,32,111.1,9,2,0,4.4,1,34,Basic,Partner,Portugal,0,0.5766583453795442,Medium,Send re-engagement journey
SP-01173,24,127.98,6,3,1,2.9,1,9,Basic,Referral,United Kingdom,0,0.5762759992242489,Medium,Send personalized content recommendation
SP-01501,32,120.99,8,2,1,2.6,0,16,Professional,Organic,Germany,0,0.5762473936100494,Medium,Send personalized content recommendation
SP-01719,25,42.6,6,4,0,3.3,2,13,Professional,Paid,United Kingdom,0,0.5743210982695162,Medium,Offer billing support or flexible payment plan
SP-01308,15,124.35,4,3,2,4.0,1,11,Professional,Referral,Germany,0,0.5742722634449182,Medium,Send personalized content recommendation
SP-01240,3,94.51,5,4,2,3.0,0,2,Basic,Referral,Germany,0,0.5742389860906362,Medium,Send personalized content recommendation
SP-01690,6,57.41,11,5,2,3.4,1,12,Professional,Paid,Germany,0,0.5737499242982661,Medium,Send personalized content recommendation
SP-02256,42,65.11,2,3,1,3.8,0,22,Professional,Referral,Portugal,0,0.5734760159442501,Medium,Send re-engagement journey
SP-02185,39,93.69,7,4,1,2.4,0,16,Basic,Paid,United Kingdom,1,0.5733822258480223,Medium,Send personalized content recommendation
SP-01022,5,97.42,6,4,1,3.6,1,10,Basic,Partner,Germany,0,0.5731171782168845,Medium,Send personalized content recommendation
SP-02126,16,96.68,3,1,1,3.1,1,5,Basic,Paid,Portugal,0,0.5725913260147703,Medium,Send personalized content recommendation
